Mean,Std,RMS,Variance,Peak,Peak_to_Peak,Skewness,Kurtosis,Class
0.024978763,0.672278314,0.672742202,0.451958132,3.206469461,6.240351597,0.056160133,4.30720087,Outer
0.024075773,0.683701807,0.684125576,0.467448161,3.235301697,6.22288982,0.062009131,4.435246274,Outer
0.023411915,0.641697871,0.642124813,0.411776158,3.116317964,5.927257884,0.065766296,5.061694368,Outer
0.024552451,0.675005209,0.675451594,0.455632032,3.300681836,6.231011577,0.10742559,4.537245267,Outer
0.024402547,0.655275725,0.655729945,0.429386276,3.067181337,6.114058283,0.176697069,4.729466549,Outer
0.023121625,0.690820753,0.691207583,0.477233313,3.157738922,6.129083533,0.010634919,3.735179105,Outer
0.023105366,0.657732772,0.658138479,0.432612399,3.057029142,5.919542216,0.117538105,4.897243756,Outer
0.024133276,0.642991157,0.643443893,0.413437628,3.241799102,6.261062076,0.043963391,4.464390674,Outer
0.023676031,0.650252253,0.650683139,0.422827993,2.920177545,5.71893483,0.047718247,4.636104729,Outer
0.022637017,0.653551351,0.653943272,0.427129368,3.201596407,5.995480639,0.074433857,4.29056691,Outer
0.024229246,0.674859375,0.675294182,0.455435176,3.061496108,6.073043413,0.0244538,4.267978084,Outer
0.022193651,0.647115378,0.647495846,0.418758313,2.914492315,5.707970459,0.04754586,3.878114673,Outer
0.023143437,0.660393182,0.660798587,0.436119154,3.278347006,6.28461517,0.086904255,4.485656765,Outer
0.022644948,0.629422381,0.629829601,0.396172533,2.998552495,5.870811677,0.014428595,4.668968725,Outer
0.023318324,0.656497233,0.656911228,0.430988618,3.466771756,6.524613074,0.084043468,4.529902118,Outer
0.021015838,0.651523074,0.651861934,0.424482316,3.142713673,6.068576447,-0.003002268,4.719454615,Outer
0.022586256,0.645904998,0.646299779,0.417193266,3.327077545,6.128677445,0.182721988,4.600912437,Outer
0.022628292,0.657584851,0.657974069,0.432417836,3.330732335,6.410502395,0.048521428,4.667616829,Outer
0.021394563,0.637930335,0.638288993,0.406955112,3.202002495,6.116900898,-0.014045454,5.235331362,Outer
0.021572226,0.654582217,0.654937585,0.428477879,3.108602295,6.087256487,0.011812024,4.396113007,Outer
0.020234991,0.629511379,0.629836512,0.396284576,3.157332834,6.207458483,-0.051062753,5.363612226,Outer
0.022235688,0.697696118,0.698050356,0.486779873,3.340884531,6.260655988,0.09573409,3.767051079,Outer
0.020755688,0.635703512,0.636042258,0.404118955,3.323828842,6.348370958,0.006785538,4.793619151,Outer
0.021006717,0.684484851,0.684807121,0.468519511,3.197535529,6.274056886,0.018784758,4.600398825,Outer
0.021260918,0.629890934,0.630249645,0.396762589,2.881599202,5.671016467,0.143548091,4.97206956,Outer
0.020398775,0.67702806,0.677335296,0.458366994,3.199972056,6.223295908,0.073147239,4.803990678,Outer
0.018627693,0.668567018,0.668826471,0.446981857,3.408701198,6.692733433,-0.026403369,5.438783232,Outer
0.020614906,0.680741355,0.681053424,0.463408792,3.093983134,5.92238483,0.103983771,4.050050217,Outer
0.019291948,0.68835477,0.688625057,0.473832289,3.058247405,6.064515569,0.131234474,4.275104323,Outer
0.018909654,0.663953266,0.664222489,0.44083394,3.504131836,6.481161677,0.099414499,5.419437282,Outer
0.018778389,0.695431742,0.695685227,0.483625307,3.337635828,6.512836527,0.052588895,5.138432597,Outer
0.016414038,0.684627007,0.684823743,0.468714138,3.081800499,6.098220858,0.018638232,4.548771619,Outer
0.020410672,0.702804391,0.703100709,0.493934012,3.359564571,6.330097006,0.117576699,4.363104946,Outer
0.019210254,0.699774029,0.70003766,0.489683692,3.63042515,6.756895309,0.117172295,4.755875615,Outer
0.018216846,0.66716562,0.667414278,0.445109965,3.304336627,6.380451896,0.059461306,5.058815059,Outer
0.018107789,0.710874323,0.711104912,0.505342304,3.3019001,6.54776008,0.107964663,5.065002563,Outer
0.018342559,0.669494621,0.669745846,0.448223048,3.192662475,6.374360579,0.032814762,4.863782751,Outer
0.018317178,0.747092603,0.747317119,0.558147358,3.430223852,6.666743812,0.009484712,4.177595052,Outer
0.018381819,0.680492172,0.680740397,0.463069596,2.89865489,5.724213972,0.076132349,4.26102232,Outer
0.018149429,0.711228236,0.711459771,0.505845604,3.264133932,6.317102196,0.027565366,4.585716142,Outer
0.017586696,0.654763772,0.654999915,0.428715597,3.278347006,6.177407984,0.060292591,4.920283368,Outer
0.017982076,0.707393865,0.707622382,0.50040608,3.346163673,6.402786727,0.02873214,4.720831552,Outer
0.018306074,0.675549004,0.675796988,0.456366457,3.091546607,6.167255788,-0.050208512,4.429795588,Outer
0.017123106,0.68357417,0.683788597,0.467273645,3.138652794,6.261874251,0.051058374,4.390927463,Outer
0.018348507,0.669751435,0.670002725,0.448566984,2.715509281,5.325029641,0.040861038,4.129307106,Outer
0.017353513,0.66588609,0.666112174,0.443404284,3.063932635,5.866344711,0.014987159,4.614159336,Outer
0.017878968,0.664721081,0.664961482,0.441854115,3.221494711,5.986952794,0.014467174,4.707656652,Outer
0.018503566,0.665065863,0.665323218,0.442312602,3.15245978,6.038932036,-0.035799248,4.86565028,Outer
0.016972805,0.674211765,0.674425371,0.454561505,3.192256387,6.156697505,0.048139834,4.165251039,Outer
0.016429108,0.650349789,0.650557272,0.422954848,3.052968263,6.070606886,0.128293747,4.752114477,Outer
0.017260319,0.64893841,0.649167913,0.42112106,2.687083134,5.291324351,0.023933215,4.326744712,Outer
0.016507629,0.634902603,0.635117168,0.403101316,3.143525848,5.953247505,-0.044326601,5.138680404,Outer
0.016826471,0.647278512,0.647497183,0.418969472,3.227586028,6.358117066,0.108991638,4.469504083,Outer
0.016973202,0.649401376,0.64962315,0.421722148,3.016014271,5.995074551,0.187067714,4.942705059,Outer
0.01601033,0.635613484,0.635815093,0.404004501,2.828401697,5.639747705,0.015692116,4.533248746,Outer
0.017452655,0.650553182,0.650787244,0.423219442,3.383117665,6.458014671,-0.074889163,5.174559982,Outer
0.016646428,0.623446061,0.623668256,0.38868499,3.14311976,6.160758383,0.052038767,5.024444045,Outer
0.017533159,0.651099419,0.651335447,0.423930453,3.278347006,6.055987725,0.106874003,4.450143814,Outer
0.016398572,0.642372672,0.642581951,0.41264265,3.379462874,6.174565369,0.107430044,5.135909533,Outer
0.018819633,0.681254074,0.68151397,0.464107113,3.210936427,6.405629341,0.071546901,4.486464198,Outer
0.017658872,0.620440467,0.620691718,0.384946373,2.706981437,5.226350299,0.10322217,4.59436162,Outer
0.017779826,0.669792444,0.670028387,0.448621917,3.240580838,6.069794711,0.033478947,4.664432523,Outer
0.017731841,0.624307571,0.624559334,0.389759944,3.405858583,6.45070509,0.076518763,5.190442496,Outer
0.01624034,0.678622453,0.678816751,0.460528433,3.053374351,5.971927545,0.163013274,4.444331215,Outer
0.016855024,0.677543475,0.677753091,0.459065161,3.1451502,5.949592715,0.052840881,4.421027303,Outer
0.018401251,0.659786332,0.660042885,0.435318004,3.323016667,6.3536501,-0.006322362,5.066121292,Outer
0.016821712,0.668099573,0.668311312,0.44635704,3.35225499,6.471821657,0.100022345,4.934222771,Outer
0.016551251,0.641160686,0.641374282,0.411087026,3.074897006,6.145733134,0.075724127,4.798266974,Outer
0.015969483,0.681585951,0.681773007,0.464559408,3.372559381,6.416187625,0.120332533,5.003112686,Outer
0.015795785,0.697503143,0.697681977,0.486510635,3.275098303,6.351213573,-0.00380332,4.976322111,Outer
0.015641123,0.676738373,0.676919102,0.457974826,3.245047804,6.447456387,0.019390671,4.17791902,Outer
0.015674435,0.694977901,0.695154638,0.482994282,3.163018064,6.059642515,0.119534337,4.661840953,Outer
